date,county,diseases,diagnosis,species,disease_value
2015-10-01,Turkana,Brucellosis,Lab confirmed,Human,497
2015-10-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,651
2015-10-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1337
2015-10-01,Vihiga,Brucellosis,Clinically confirmed,Human,106
2015-10-01,Vihiga,Brucellosis,Lab confirmed,Human,277
2015-10-01,Wajir,Brucellosis,Clinically confirmed,Human,124
2015-10-01,Wajir,Brucellosis,Lab confirmed,Human,11
2015-10-01,West Pokot,Brucellosis,Clinically confirmed,Human,248
2015-10-01,West Pokot,Brucellosis,Lab confirmed,Human,892
2015-11-01,Baringo,Brucellosis,Clinically confirmed,Human,120
2015-11-01,Baringo,Brucellosis,Lab confirmed,Human,255
2015-11-01,Bomet,Brucellosis,Clinically confirmed,Human,87
2015-11-01,Bomet,Brucellosis,Lab confirmed,Human,717
2015-11-01,Bungoma,Brucellosis,Clinically confirmed,Human,216
2015-11-01,Bungoma,Brucellosis,Lab confirmed,Human,1492
2015-11-01,Busia,Brucellosis,Clinically confirmed,Human,9
2015-11-01,Busia,Brucellosis,Lab confirmed,Human,249
2015-11-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,409
2015-11-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,640
2015-11-01,Embu,Brucellosis,Clinically confirmed,Human,99
2015-11-01,Garissa,Brucellosis,Clinically confirmed,Human,241
2015-11-01,Garissa,Brucellosis,Lab confirmed,Human,629
2015-11-01,Homa Bay,Brucellosis,Clinically confirmed,Human,25
2015-11-01,Homa Bay,Brucellosis,Lab confirmed,Human,526
2015-11-01,Isiolo,Brucellosis,Clinically confirmed,Human,78
2015-11-01,Isiolo,Brucellosis,Lab confirmed,Human,242
2015-11-01,Kajiado,Brucellosis,Clinically confirmed,Human,171
2015-11-01,Kajiado,Brucellosis,Lab confirmed,Human,632
2015-11-01,Kakamega,Brucellosis,Clinically confirmed,Human,102
2015-11-01,Kakamega,Brucellosis,Lab confirmed,Human,591
2015-11-01,Kericho,Brucellosis,Clinically confirmed,Human,217
2015-11-01,Kericho,Brucellosis,Lab confirmed,Human,628
2015-11-01,Kiambu,Brucellosis,Clinically confirmed,Human,96
2015-11-01,Kiambu,Brucellosis,Lab confirmed,Human,436
2015-11-01,Kilifi,Brucellosis,Lab confirmed,Human,6
2015-11-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,8
2015-11-01,Kirinyaga,Brucellosis,Lab confirmed,Human,40
2015-11-01,Kisii,Brucellosis,Clinically confirmed,Human,577
2015-11-01,Kisii,Brucellosis,Lab confirmed,Human,1795
2015-11-01,Kisumu,Brucellosis,Clinically confirmed,Human,50
2015-11-01,Kisumu,Brucellosis,Lab confirmed,Human,336
2015-11-01,Kitui,Brucellosis,Clinically confirmed,Human,110
2015-11-01,Kwale,Brucellosis,Clinically confirmed,Human,38
2015-11-01,Laikipia,Brucellosis,Clinically confirmed,Human,29
2015-11-01,Laikipia,Brucellosis,Lab confirmed,Human,280
2015-11-01,Lamu,Brucellosis,Lab confirmed,Human,11
2015-11-01,Machakos,Brucellosis,Clinically confirmed,Human,117
2015-11-01,Machakos,Brucellosis,Lab confirmed,Human,175
2015-11-01,Makueni,Brucellosis,Clinically confirmed,Human,355
2015-11-01,Makueni,Brucellosis,Lab confirmed,Human,360
2015-11-01,Mandera,Brucellosis,Clinically confirmed,Human,163
2015-11-01,Mandera,Brucellosis,Lab confirmed,Human,107
2015-11-01,Marsabit,Brucellosis,Clinically confirmed,Human,177
2015-11-01,Marsabit,Brucellosis,Lab confirmed,Human,211
2015-11-01,Meru,Brucellosis,Clinically confirmed,Human,18
2015-11-01,Meru,Brucellosis,Lab confirmed,Human,144
2015-11-01,Migori,Brucellosis,Clinically confirmed,Human,45
2015-11-01,Migori,Brucellosis,Lab confirmed,Human,207
2015-11-01,Mombasa,Brucellosis,Clinically confirmed,Human,10
2015-11-01,Mombasa,Brucellosis,Lab confirmed,Human,28
2015-11-01,Murang'a,Brucellosis,Clinically confirmed,Human,9
2015-11-01,Murang'a,Brucellosis,Lab confirmed,Human,109
2015-11-01,Nairobi,Brucellosis,Clinically confirmed,Human,241
2015-11-01,Nairobi,Brucellosis,Lab confirmed,Human,168
2015-11-01,Nakuru,Brucellosis,Clinically confirmed,Human,317
2015-11-01,Nakuru,Brucellosis,Lab confirmed,Human,1749
2015-11-01,Nandi,Brucellosis,Clinically confirmed,Human,507
2015-11-01,Nandi,Brucellosis,Lab confirmed,Human,182
2015-11-01,Narok,Brucellosis,Clinically confirmed,Human,272
2015-11-01,Narok,Brucellosis,Lab confirmed,Human,421
2015-11-01,Nyamira,Brucellosis,Clinically confirmed,Human,118
2015-11-01,Nyamira,Brucellosis,Lab confirmed,Human,1135
2015-11-01,Nyandarua,Brucellosis,Clinically confirmed,Human,424
2015-11-01,Nyandarua,Brucellosis,Lab confirmed,Human,808
2015-11-01,Nyeri,Brucellosis,Clinically confirmed,Human,4
2015-11-01,Nyeri,Brucellosis,Lab confirmed,Human,136
2015-11-01,Samburu,Brucellosis,Clinically confirmed,Human,104
2015-11-01,Samburu,Brucellosis,Lab confirmed,Human,165
2015-11-01,Siaya,Brucellosis,Clinically confirmed,Human,82
2015-11-01,Siaya,Brucellosis,Lab confirmed,Human,351
2015-11-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,27
2015-11-01,Tana River,Brucellosis,Clinically confirmed,Human,77
2015-11-01,Tana River,Brucellosis,Lab confirmed,Human,82
2015-11-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,61
2015-11-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,517
2015-11-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1222
2015-11-01,Turkana,Brucellosis,Clinically confirmed,Human,110
2015-11-01,Turkana,Brucellosis,Lab confirmed,Human,548
2015-11-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,529
2015-11-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,886
2015-11-01,Vihiga,Brucellosis,Clinically confirmed,Human,119
2015-11-01,Vihiga,Brucellosis,Lab confirmed,Human,69
2015-11-01,Wajir,Brucellosis,Clinically confirmed,Human,247
2015-11-01,Wajir,Brucellosis,Lab confirmed,Human,252
2015-11-01,West Pokot,Brucellosis,Clinically confirmed,Human,183
2015-11-01,West Pokot,Brucellosis,Lab confirmed,Human,738
2015-12-01,Baringo,Brucellosis,Clinically confirmed,Human,172
2015-12-01,Baringo,Brucellosis,Lab confirmed,Human,309
2015-12-01,Bomet,Brucellosis,Clinically confirmed,Human,165
2015-12-01,Bomet,Brucellosis,Lab confirmed,Human,608
2015-12-01,Bungoma,Brucellosis,Clinically confirmed,Human,258
2015-12-01,Bungoma,Brucellosis,Lab confirmed,Human,1785
2015-12-01,Busia,Brucellosis,Clinically confirmed,Human,41
2015-12-01,Busia,Brucellosis,Lab confirmed,Human,304
2015-12-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,203
2015-12-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,282
2015-12-01,Embu,Brucellosis,Clinically confirmed,Human,103
2015-12-01,Garissa,Brucellosis,Clinically confirmed,Human,27
2015-12-01,Garissa,Brucellosis,Lab confirmed,Human,737
2015-12-01,Homa Bay,Brucellosis,Clinically confirmed,Human,56
2015-12-01,Homa Bay,Brucellosis,Lab confirmed,Human,671
2015-12-01,Isiolo,Brucellosis,Clinically confirmed,Human,28
2015-12-01,Isiolo,Brucellosis,Lab confirmed,Human,281
2015-12-01,Kajiado,Brucellosis,Clinically confirmed,Human,170
2015-12-01,Kajiado,Brucellosis,Lab confirmed,Human,695
2015-12-01,Kakamega,Brucellosis,Clinically confirmed,Human,107
2015-12-01,Kakamega,Brucellosis,Lab confirmed,Human,627
2015-12-01,Kericho,Brucellosis,Clinically confirmed,Human,200
2015-12-01,Kericho,Brucellosis,Lab confirmed,Human,402
2015-12-01,Kiambu,Brucellosis,Clinically confirmed,Human,89
2015-12-01,Kiambu,Brucellosis,Lab confirmed,Human,755
2015-12-01,Kilifi,Brucellosis,Lab confirmed,Human,2
2015-12-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,142
2015-12-01,Kirinyaga,Brucellosis,Lab confirmed,Human,219
2015-12-01,Kisii,Brucellosis,Clinically confirmed,Human,500
2015-12-01,Kisii,Brucellosis,Lab confirmed,Human,1861
2015-12-01,Kisumu,Brucellosis,Clinically confirmed,Human,24
2015-12-01,Kisumu,Brucellosis,Lab confirmed,Human,294
2015-12-01,Kitui,Brucellosis,Clinically confirmed,Human,85
2015-12-01,Laikipia,Brucellosis,Clinically confirmed,Human,48
2015-12-01,Laikipia,Brucellosis,Lab confirmed,Human,397
2015-12-01,Lamu,Brucellosis,Lab confirmed,Human,5
2015-12-01,Machakos,Brucellosis,Clinically confirmed,Human,64
2015-12-01,Machakos,Brucellosis,Lab confirmed,Human,137
2015-12-01,Makueni,Brucellosis,Clinically confirmed,Human,110
2015-12-01,Makueni,Brucellosis,Lab confirmed,Human,553
2015-12-01,Mandera,Brucellosis,Clinically confirmed,Human,197
2015-12-01,Mandera,Brucellosis,Lab confirmed,Human,453
2015-12-01,Marsabit,Brucellosis,Clinically confirmed,Human,162
2015-12-01,Marsabit,Brucellosis,Lab confirmed,Human,189
2015-12-01,Meru,Brucellosis,Clinically confirmed,Human,192
2015-12-01,Meru,Brucellosis,Lab confirmed,Human,280
2015-12-01,Migori,Brucellosis,Clinically confirmed,Human,68
2015-12-01,Migori,Brucellosis,Lab confirmed,Human,275
2015-12-01,Mombasa,Brucellosis,Clinically confirmed,Human,142
2015-12-01,Mombasa,Brucellosis,Lab confirmed,Human,20
2015-12-01,Murang'a,Brucellosis,Clinically confirmed,Human,8
2015-12-01,Murang'a,Brucellosis,Lab confirmed,Human,101
2015-12-01,Nairobi,Brucellosis,Clinically confirmed,Human,180
2015-12-01,Nairobi,Brucellosis,Lab confirmed,Human,54
2015-12-01,Nakuru,Brucellosis,Clinically confirmed,Human,331
2015-12-01,Nakuru,Brucellosis,Lab confirmed,Human,2786
2015-12-01,Nandi,Brucellosis,Clinically confirmed,Human,494
2015-12-01,Nandi,Brucellosis,Lab confirmed,Human,594
2015-12-01,Narok,Brucellosis,Clinically confirmed,Human,221
2015-12-01,Narok,Brucellosis,Lab confirmed,Human,1114
2015-12-01,Nyamira,Brucellosis,Clinically confirmed,Human,149
2015-12-01,Nyamira,Brucellosis,Lab confirmed,Human,964
2015-12-01,Nyandarua,Brucellosis,Clinically confirmed,Human,102
2015-12-01,Nyandarua,Brucellosis,Lab confirmed,Human,586
2015-12-01,Nyeri,Brucellosis,Clinically confirmed,Human,17
2015-12-01,Nyeri,Brucellosis,Lab confirmed,Human,148
2015-12-01,Samburu,Brucellosis,Clinically confirmed,Human,22
2015-12-01,Samburu,Brucellosis,Lab confirmed,Human,201
2015-12-01,Siaya,Brucellosis,Clinically confirmed,Human,113
2015-12-01,Siaya,Brucellosis,Lab confirmed,Human,385
2015-12-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,21
2015-12-01,Taita Taveta,Brucellosis,Lab confirmed,Human,41
2015-12-01,Tana River,Brucellosis,Clinically confirmed,Human,1
2015-12-01,Tana River,Brucellosis,Lab confirmed,Human,57
2015-12-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,106
2015-12-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,37
2015-12-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,484
2015-12-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1521
2015-12-01,Turkana,Brucellosis,Clinically confirmed,Human,123
2015-12-01,Turkana,Brucellosis,Lab confirmed,Human,362
2015-12-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,400
2015-12-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,633
2015-12-01,Vihiga,Brucellosis,Clinically confirmed,Human,334
2015-12-01,Vihiga,Brucellosis,Lab confirmed,Human,248
2015-12-01,Wajir,Brucellosis,Clinically confirmed,Human,311
2015-12-01,Wajir,Brucellosis,Lab confirmed,Human,159
2015-12-01,West Pokot,Brucellosis,Clinically confirmed,Human,272
2015-12-01,West Pokot,Brucellosis,Lab confirmed,Human,1019
2014-01-01,Baringo,Brucellosis,Clinically confirmed,Human,168
2014-01-01,Bomet,Brucellosis,Clinically confirmed,Human,118
2014-01-01,Bungoma,Brucellosis,Clinically confirmed,Human,142
2014-01-01,Busia,Brucellosis,Clinically confirmed,Human,20
2014-01-01,Busia,Brucellosis,Lab confirmed,Human,15
2014-01-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,149
2014-01-01,Embu,Brucellosis,Clinically confirmed,Human,46
2014-01-01,Garissa,Brucellosis,Clinically confirmed,Human,47
2014-01-01,Homa Bay,Brucellosis,Clinically confirmed,Human,62
2014-01-01,Isiolo,Brucellosis,Clinically confirmed,Human,78
2014-01-01,Kajiado,Brucellosis,Clinically confirmed,Human,310
2014-01-01,Kakamega,Brucellosis,Clinically confirmed,Human,166
2014-01-01,Kericho,Brucellosis,Clinically confirmed,Human,239
2014-01-01,Kiambu,Brucellosis,Clinically confirmed,Human,432
2014-01-01,Kilifi,Brucellosis,Clinically confirmed,Human,1
2014-01-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,1
2014-01-01,Kisii,Brucellosis,Clinically confirmed,Human,447
2014-01-01,Kisumu,Brucellosis,Clinically confirmed,Human,110
2014-01-01,Kitui,Brucellosis,Clinically confirmed,Human,407
2014-01-01,Laikipia,Brucellosis,Clinically confirmed,Human,131
2014-01-01,Lamu,Brucellosis,Clinically confirmed,Human,1
2014-01-01,Machakos,Brucellosis,Clinically confirmed,Human,353
2014-01-01,Makueni,Brucellosis,Clinically confirmed,Human,300
2014-01-01,Mandera,Brucellosis,Clinically confirmed,Human,30
2014-01-01,Marsabit,Brucellosis,Clinically confirmed,Human,220
2014-01-01,Meru,Brucellosis,Clinically confirmed,Human,286
2014-01-01,Migori,Brucellosis,Clinically confirmed,Human,110
2014-01-01,Mombasa,Brucellosis,Clinically confirmed,Human,37
2014-01-01,Murang'a,Brucellosis,Clinically confirmed,Human,64
2014-01-01,Nairobi,Brucellosis,Clinically confirmed,Human,332
2014-01-01,Nakuru,Brucellosis,Clinically confirmed,Human,502
2014-01-01,Nandi,Brucellosis,Clinically confirmed,Human,296
2014-01-01,Narok,Brucellosis,Clinically confirmed,Human,295
2014-01-01,Nyamira,Brucellosis,Clinically confirmed,Human,123
2014-01-01,Nyandarua,Brucellosis,Clinically confirmed,Human,63
2014-01-01,Samburu,Brucellosis,Clinically confirmed,Human,32
2014-01-01,Siaya,Brucellosis,Clinically confirmed,Human,24
2014-01-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,25
2014-01-01,Tana River,Brucellosis,Clinically confirmed,Human,22
2014-01-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,83
2014-01-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,604
2014-01-01,Turkana,Brucellosis,Clinically confirmed,Human,95
2014-01-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,478
2014-01-01,Vihiga,Brucellosis,Clinically confirmed,Human,33
2014-01-01,Wajir,Brucellosis,Clinically confirmed,Human,27
2014-01-01,West Pokot,Brucellosis,Clinically confirmed,Human,254
2014-02-01,Baringo,Brucellosis,Clinically confirmed,Human,122
2014-02-01,Bomet,Brucellosis,Clinically confirmed,Human,119
2014-02-01,Bungoma,Brucellosis,Clinically confirmed,Human,154
2014-02-01,Busia,Brucellosis,Clinically confirmed,Human,29
2014-02-01,Busia,Brucellosis,Lab confirmed,Human,25
2014-02-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,195
2014-02-01,Embu,Brucellosis,Clinically confirmed,Human,453
2014-02-01,Garissa,Brucellosis,Clinically confirmed,Human,57
2014-02-01,Homa Bay,Brucellosis,Clinically confirmed,Human,15
2014-02-01,Isiolo,Brucellosis,Clinically confirmed,Human,83
2014-02-01,Kajiado,Brucellosis,Clinically confirmed,Human,337
2014-02-01,Kakamega,Brucellosis,Clinically confirmed,Human,154
2014-02-01,Kericho,Brucellosis,Clinically confirmed,Human,168
2014-02-01,Kiambu,Brucellosis,Clinically confirmed,Human,79
2014-02-01,Kisii,Brucellosis,Clinically confirmed,Human,416
2014-02-01,Kisumu,Brucellosis,Clinically confirmed,Human,74
2014-02-01,Kitui,Brucellosis,Clinically confirmed,Human,264
2014-02-01,Laikipia,Brucellosis,Clinically confirmed,Human,366
2014-02-01,Machakos,Brucellosis,Clinically confirmed,Human,203
2014-02-01,Makueni,Brucellosis,Clinically confirmed,Human,717
2014-02-01,Mandera,Brucellosis,Clinically confirmed,Human,41
2014-02-01,Marsabit,Brucellosis,Clinically confirmed,Human,231
2014-02-01,Meru,Brucellosis,Clinically confirmed,Human,63
2014-02-01,Migori,Brucellosis,Clinically confirmed,Human,84
2014-02-01,Mombasa,Brucellosis,Clinically confirmed,Human,7
2014-02-01,Murang'a,Brucellosis,Clinically confirmed,Human,41
2014-02-01,Nairobi,Brucellosis,Clinically confirmed,Human,169
2014-02-01,Nakuru,Brucellosis,Clinically confirmed,Human,539
2014-02-01,Nandi,Brucellosis,Clinically confirmed,Human,324
2014-02-01,Narok,Brucellosis,Clinically confirmed,Human,424
2014-02-01,Nyamira,Brucellosis,Clinically confirmed,Human,98
2014-02-01,Nyandarua,Brucellosis,Clinically confirmed,Human,62
2014-02-01,Nyeri,Brucellosis,Clinically confirmed,Human,20
2014-02-01,Samburu,Brucellosis,Clinically confirmed,Human,52
2014-02-01,Siaya,Brucellosis,Clinically confirmed,Human,39
2014-02-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,8
2014-02-01,Tana River,Brucellosis,Clinically confirmed,Human,83
2014-02-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,95
2014-02-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,515
2014-02-01,Turkana,Brucellosis,Clinically confirmed,Human,79
2014-02-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,484
2014-02-01,Vihiga,Brucellosis,Clinically confirmed,Human,33
2014-02-01,Wajir,Brucellosis,Clinically confirmed,Human,13
2014-02-01,West Pokot,Brucellosis,Clinically confirmed,Human,197
2014-03-01,Baringo,Brucellosis,Clinically confirmed,Human,178
2014-03-01,Bomet,Brucellosis,Clinically confirmed,Human,210
2014-03-01,Bungoma,Brucellosis,Clinically confirmed,Human,249
2014-03-01,Busia,Brucellosis,Clinically confirmed,Human,321
2014-03-01,Busia,Brucellosis,Lab confirmed,Human,124
2014-03-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,190
2014-03-01,Embu,Brucellosis,Clinically confirmed,Human,40
2014-03-01,Garissa,Brucellosis,Clinically confirmed,Human,38
2014-03-01,Homa Bay,Brucellosis,Clinically confirmed,Human,12
2014-03-01,Isiolo,Brucellosis,Clinically confirmed,Human,90
2014-03-01,Kajiado,Brucellosis,Clinically confirmed,Human,447
2014-03-01,Kakamega,Brucellosis,Clinically confirmed,Human,119
2014-03-01,Kericho,Brucellosis,Clinically confirmed,Human,283
2014-03-01,Kiambu,Brucellosis,Clinically confirmed,Human,138
2014-03-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,4
2014-03-01,Kisii,Brucellosis,Clinically confirmed,Human,429
2014-03-01,Kisumu,Brucellosis,Clinically confirmed,Human,71
2014-03-01,Kitui,Brucellosis,Clinically confirmed,Human,192
2014-03-01,Laikipia,Brucellosis,Clinically confirmed,Human,45
2014-03-01,Machakos,Brucellosis,Clinically confirmed,Human,141
2014-03-01,Makueni,Brucellosis,Clinically confirmed,Human,156
2014-03-01,Mandera,Brucellosis,Clinically confirmed,Human,62
2014-03-01,Marsabit,Brucellosis,Clinically confirmed,Human,110
2014-03-01,Meru,Brucellosis,Clinically confirmed,Human,382
2014-03-01,Migori,Brucellosis,Clinically confirmed,Human,111
2014-03-01,Mombasa,Brucellosis,Clinically confirmed,Human,14
2014-03-01,Murang'a,Brucellosis,Clinically confirmed,Human,40
2014-03-01,Nairobi,Brucellosis,Clinically confirmed,Human,574
2014-03-01,Nakuru,Brucellosis,Clinically confirmed,Human,890
2014-03-01,Nandi,Brucellosis,Clinically confirmed,Human,405
2014-03-01,Narok,Brucellosis,Clinically confirmed,Human,407
2014-03-01,Nyamira,Brucellosis,Clinically confirmed,Human,153
2014-03-01,Nyandarua,Brucellosis,Clinically confirmed,Human,81
2014-03-01,Nyeri,Brucellosis,Clinically confirmed,Human,37
2014-03-01,Samburu,Brucellosis,Clinically confirmed,Human,43
2014-03-01,Siaya,Brucellosis,Clinically confirmed,Human,9
2014-03-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,15
2014-03-01,Tana River,Brucellosis,Clinically confirmed,Human,12
2014-03-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,243
2014-03-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,559
2014-03-01,Turkana,Brucellosis,Clinically confirmed,Human,230
2014-03-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,721
2014-03-01,Vihiga,Brucellosis,Clinically confirmed,Human,32
2014-03-01,Wajir,Brucellosis,Clinically confirmed,Human,37
2014-03-01,West Pokot,Brucellosis,Clinically confirmed,Human,351
2014-04-01,Baringo,Brucellosis,Clinically confirmed,Human,140
2014-04-01,Bomet,Brucellosis,Clinically confirmed,Human,131
2014-04-01,Bungoma,Brucellosis,Clinically confirmed,Human,199
2014-04-01,Busia,Brucellosis,Clinically confirmed,Human,387
2014-04-01,Busia,Brucellosis,Lab confirmed,Human,21
2014-04-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,120
2014-04-01,Embu,Brucellosis,Clinically confirmed,Human,37
2014-04-01,Garissa,Brucellosis,Clinically confirmed,Human,37
2014-04-01,Homa Bay,Brucellosis,Clinically confirmed,Human,15
2014-04-01,Isiolo,Brucellosis,Clinically confirmed,Human,89
2014-04-01,Kajiado,Brucellosis,Clinically confirmed,Human,398
2014-04-01,Kakamega,Brucellosis,Clinically confirmed,Human,144
2014-04-01,Kericho,Brucellosis,Clinically confirmed,Human,207
2014-04-01,Kiambu,Brucellosis,Clinically confirmed,Human,417
2014-04-01,Kilifi,Brucellosis,Clinically confirmed,Human,7
2014-04-01,Kisii,Brucellosis,Clinically confirmed,Human,426
2014-04-01,Kisumu,Brucellosis,Clinically confirmed,Human,89
2014-04-01,Kitui,Brucellosis,Clinically confirmed,Human,181
2014-04-01,Laikipia,Brucellosis,Clinically confirmed,Human,134
2014-04-01,Machakos,Brucellosis,Clinically confirmed,Human,217
2014-04-01,Makueni,Brucellosis,Clinically confirmed,Human,220
2014-04-01,Mandera,Brucellosis,Clinically confirmed,Human,84
2014-04-01,Marsabit,Brucellosis,Clinically confirmed,Human,125
2014-04-01,Meru,Brucellosis,Clinically confirmed,Human,71
2014-04-01,Migori,Brucellosis,Clinically confirmed,Human,54
2014-04-01,Mombasa,Brucellosis,Clinically confirmed,Human,4
2014-04-01,Murang'a,Brucellosis,Clinically confirmed,Human,237
2014-04-01,Nairobi,Brucellosis,Clinically confirmed,Human,213
2014-04-01,Nakuru,Brucellosis,Clinically confirmed,Human,778
2014-04-01,Nandi,Brucellosis,Clinically confirmed,Human,376
2014-04-01,Narok,Brucellosis,Clinically confirmed,Human,374
2014-04-01,Nyamira,Brucellosis,Clinically confirmed,Human,142
2014-04-01,Nyandarua,Brucellosis,Clinically confirmed,Human,75
2014-04-01,Nyeri,Brucellosis,Clinically confirmed,Human,3
2014-04-01,Samburu,Brucellosis,Clinically confirmed,Human,28
2014-04-01,Siaya,Brucellosis,Clinically confirmed,Human,19
2014-04-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,13
2014-04-01,Tana River,Brucellosis,Clinically confirmed,Human,15
2014-04-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,101
2014-04-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,672
2014-04-01,Turkana,Brucellosis,Clinically confirmed,Human,126
2014-04-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,638
2014-04-01,Vihiga,Brucellosis,Clinically confirmed,Human,32
2014-04-01,Wajir,Brucellosis,Clinically confirmed,Human,28
2014-04-01,West Pokot,Brucellosis,Clinically confirmed,Human,223
2014-05-01,Baringo,Brucellosis,Clinically confirmed,Human,127
2014-05-01,Bomet,Brucellosis,Clinically confirmed,Human,127
2014-05-01,Bungoma,Brucellosis,Clinically confirmed,Human,147
2014-05-01,Busia,Brucellosis,Clinically confirmed,Human,131
2014-05-01,Busia,Brucellosis,Lab confirmed,Human,32
2014-05-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,294
2014-05-01,Embu,Brucellosis,Clinically confirmed,Human,165
2014-05-01,Garissa,Brucellosis,Clinically confirmed,Human,61
2014-05-01,Homa Bay,Brucellosis,Clinically confirmed,Human,93
2014-05-01,Isiolo,Brucellosis,Clinically confirmed,Human,161
2014-05-01,Kajiado,Brucellosis,Clinically confirmed,Human,403
2014-05-01,Kakamega,Brucellosis,Clinically confirmed,Human,122
2014-05-01,Kericho,Brucellosis,Clinically confirmed,Human,237
2014-05-01,Kiambu,Brucellosis,Clinically confirmed,Human,140
2014-05-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,13
2014-05-01,Kisii,Brucellosis,Clinically confirmed,Human,444
2014-05-01,Kisumu,Brucellosis,Clinically confirmed,Human,82
2014-05-01,Kitui,Brucellosis,Clinically confirmed,Human,169
2014-05-01,Laikipia,Brucellosis,Clinically confirmed,Human,108
2014-05-01,Lamu,Brucellosis,Clinically confirmed,Human,43
2014-05-01,Machakos,Brucellosis,Clinically confirmed,Human,452
2014-05-01,Makueni,Brucellosis,Clinically confirmed,Human,349
2014-05-01,Mandera,Brucellosis,Clinically confirmed,Human,71
2014-05-01,Marsabit,Brucellosis,Clinically confirmed,Human,153
2014-05-01,Meru,Brucellosis,Clinically confirmed,Human,344
2014-05-01,Migori,Brucellosis,Clinically confirmed,Human,70
2014-05-01,Mombasa,Brucellosis,Clinically confirmed,Human,1
2014-05-01,Murang'a,Brucellosis,Clinically confirmed,Human,70
2014-05-01,Nairobi,Brucellosis,Clinically confirmed,Human,382
2014-05-01,Nakuru,Brucellosis,Clinically confirmed,Human,680
2014-05-01,Nandi,Brucellosis,Clinically confirmed,Human,358
2014-05-01,Narok,Brucellosis,Clinically confirmed,Human,363
2014-05-01,Nyamira,Brucellosis,Clinically confirmed,Human,193
2014-05-01,Nyandarua,Brucellosis,Clinically confirmed,Human,108
2014-05-01,Nyeri,Brucellosis,Clinically confirmed,Human,43
2014-05-01,Samburu,Brucellosis,Clinically confirmed,Human,34
2014-05-01,Siaya,Brucellosis,Clinically confirmed,Human,86
2014-05-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,9
2014-05-01,Tana River,Brucellosis,Clinically confirmed,Human,6
2014-05-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,79
2014-05-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,449
2014-05-01,Turkana,Brucellosis,Clinically confirmed,Human,83
2014-05-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,667
2014-05-01,Vihiga,Brucellosis,Clinically confirmed,Human,82
2014-05-01,Wajir,Brucellosis,Clinically confirmed,Human,72
2014-05-01,West Pokot,Brucellosis,Clinically confirmed,Human,192
2014-06-01,Baringo,Brucellosis,Clinically confirmed,Human,165
2014-06-01,Bomet,Brucellosis,Clinically confirmed,Human,118
2014-06-01,Bungoma,Brucellosis,Clinically confirmed,Human,126
2014-06-01,Busia,Brucellosis,Clinically confirmed,Human,33
2014-06-01,Busia,Brucellosis,Lab confirmed,Human,10
