date,county,diseases,diagnosis,species,disease_value
2020-07-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,507
2020-07-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,562
2020-07-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2207
2020-07-01,Turkana,Brucellosis,Clinically confirmed,Human,272
2020-07-01,Turkana,Brucellosis,Lab confirmed,Human,730
2020-07-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,567
2020-07-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1901
2020-07-01,Vihiga,Brucellosis,Clinically confirmed,Human,68
2020-07-01,Vihiga,Brucellosis,Lab confirmed,Human,430
2020-07-01,Wajir,Brucellosis,Clinically confirmed,Human,59
2020-07-01,Wajir,Brucellosis,Lab confirmed,Human,784
2020-07-01,West Pokot,Brucellosis,Clinically confirmed,Human,726
2020-07-01,West Pokot,Brucellosis,Lab confirmed,Human,3044
2020-08-01,Baringo,Brucellosis,Clinically confirmed,Human,548
2020-08-01,Baringo,Brucellosis,Lab confirmed,Human,1407
2020-08-01,Bomet,Brucellosis,Clinically confirmed,Human,145
2020-08-01,Bomet,Brucellosis,Lab confirmed,Human,606
2020-08-01,Bungoma,Brucellosis,Clinically confirmed,Human,801
2020-08-01,Bungoma,Brucellosis,Lab confirmed,Human,2975
2020-08-01,Busia,Brucellosis,Clinically confirmed,Human,68
2020-08-01,Busia,Brucellosis,Lab confirmed,Human,661
2020-08-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,692
2020-08-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,2053
2020-08-01,Embu,Brucellosis,Clinically confirmed,Human,140
2020-08-01,Embu,Brucellosis,Lab confirmed,Human,381
2020-08-01,Garissa,Brucellosis,Clinically confirmed,Human,185
2020-08-01,Garissa,Brucellosis,Lab confirmed,Human,1037
2020-08-01,Homa Bay,Brucellosis,Clinically confirmed,Human,197
2020-08-01,Homa Bay,Brucellosis,Lab confirmed,Human,431
2020-08-01,Isiolo,Brucellosis,Clinically confirmed,Human,192
2020-08-01,Isiolo,Brucellosis,Lab confirmed,Human,570
2020-08-01,Kajiado,Brucellosis,Clinically confirmed,Human,227
2020-08-01,Kajiado,Brucellosis,Lab confirmed,Human,1547
2020-08-01,Kakamega,Brucellosis,Clinically confirmed,Human,282
2020-08-01,Kakamega,Brucellosis,Lab confirmed,Human,700
2020-08-01,Kericho,Brucellosis,Clinically confirmed,Human,554
2020-08-01,Kericho,Brucellosis,Lab confirmed,Human,2502
2020-08-01,Kiambu,Brucellosis,Clinically confirmed,Human,49
2020-08-01,Kiambu,Brucellosis,Lab confirmed,Human,576
2020-08-01,Kilifi,Brucellosis,Lab confirmed,Human,137
2020-08-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,43
2020-08-01,Kirinyaga,Brucellosis,Lab confirmed,Human,123
2020-08-01,Kisii,Brucellosis,Clinically confirmed,Human,616
2020-08-01,Kisii,Brucellosis,Lab confirmed,Human,2468
2020-08-01,Kisumu,Brucellosis,Clinically confirmed,Human,85
2020-08-01,Kisumu,Brucellosis,Lab confirmed,Human,559
2020-08-01,Kitui,Brucellosis,Clinically confirmed,Human,182
2020-08-01,Kitui,Brucellosis,Lab confirmed,Human,846
2020-08-01,Kwale,Brucellosis,Clinically confirmed,Human,3
2020-08-01,Kwale,Brucellosis,Lab confirmed,Human,25
2020-08-01,Laikipia,Brucellosis,Clinically confirmed,Human,62
2020-08-01,Laikipia,Brucellosis,Lab confirmed,Human,244
2020-08-01,Lamu,Brucellosis,Clinically confirmed,Human,1
2020-08-01,Lamu,Brucellosis,Lab confirmed,Human,2
2020-08-01,Machakos,Brucellosis,Clinically confirmed,Human,119
2020-08-01,Machakos,Brucellosis,Lab confirmed,Human,353
2020-08-01,Makueni,Brucellosis,Clinically confirmed,Human,25
2020-08-01,Makueni,Brucellosis,Lab confirmed,Human,227
2020-08-01,Mandera,Brucellosis,Clinically confirmed,Human,72
2020-08-01,Mandera,Brucellosis,Lab confirmed,Human,358
2020-08-01,Marsabit,Brucellosis,Clinically confirmed,Human,315
2020-08-01,Marsabit,Brucellosis,Lab confirmed,Human,354
2020-08-01,Meru,Brucellosis,Clinically confirmed,Human,82
2020-08-01,Meru,Brucellosis,Lab confirmed,Human,287
2020-08-01,Migori,Brucellosis,Clinically confirmed,Human,350
2020-08-01,Migori,Brucellosis,Lab confirmed,Human,1341
2020-08-01,Mombasa,Brucellosis,Lab confirmed,Human,136
2020-08-01,Murang'a,Brucellosis,Clinically confirmed,Human,14
2020-08-01,Murang'a,Brucellosis,Lab confirmed,Human,108
2020-08-01,Nairobi,Brucellosis,Clinically confirmed,Human,621
2020-08-01,Nairobi,Brucellosis,Lab confirmed,Human,1029
2020-08-01,Nakuru,Brucellosis,Clinically confirmed,Human,905
2020-08-01,Nakuru,Brucellosis,Lab confirmed,Human,2717
2020-08-01,Nandi,Brucellosis,Clinically confirmed,Human,713
2020-08-01,Nandi,Brucellosis,Lab confirmed,Human,1522
2020-08-01,Narok,Brucellosis,Clinically confirmed,Human,760
2020-08-01,Narok,Brucellosis,Lab confirmed,Human,1822
2020-08-01,Nyamira,Brucellosis,Clinically confirmed,Human,125
2020-08-01,Nyamira,Brucellosis,Lab confirmed,Human,1648
2020-08-01,Nyandarua,Brucellosis,Clinically confirmed,Human,190
2020-08-01,Nyandarua,Brucellosis,Lab confirmed,Human,604
2020-08-01,Nyeri,Brucellosis,Clinically confirmed,Human,15
2020-08-01,Nyeri,Brucellosis,Lab confirmed,Human,106
2020-08-01,Samburu,Brucellosis,Clinically confirmed,Human,32
2020-08-01,Samburu,Brucellosis,Lab confirmed,Human,155
2020-08-01,Siaya,Brucellosis,Clinically confirmed,Human,65
2020-08-01,Siaya,Brucellosis,Lab confirmed,Human,432
2020-08-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,60
2020-08-01,Taita Taveta,Brucellosis,Lab confirmed,Human,185
2020-08-01,Tana River,Brucellosis,Clinically confirmed,Human,50
2020-08-01,Tana River,Brucellosis,Lab confirmed,Human,200
2020-08-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,137
2020-08-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,667
2020-08-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,494
2020-08-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1827
2020-08-01,Turkana,Brucellosis,Clinically confirmed,Human,286
2020-08-01,Turkana,Brucellosis,Lab confirmed,Human,1037
2020-08-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,730
2020-08-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1575
2020-08-01,Vihiga,Brucellosis,Clinically confirmed,Human,98
2020-08-01,Vihiga,Brucellosis,Lab confirmed,Human,312
2020-08-01,Wajir,Brucellosis,Clinically confirmed,Human,122
2020-08-01,Wajir,Brucellosis,Lab confirmed,Human,888
2020-08-01,West Pokot,Brucellosis,Clinically confirmed,Human,650
2020-08-01,West Pokot,Brucellosis,Lab confirmed,Human,2280
2020-09-01,Baringo,Brucellosis,Clinically confirmed,Human,312
2020-09-01,Baringo,Brucellosis,Lab confirmed,Human,837
2020-09-01,Bomet,Brucellosis,Clinically confirmed,Human,122
2020-09-01,Bomet,Brucellosis,Lab confirmed,Human,486
2020-09-01,Bungoma,Brucellosis,Clinically confirmed,Human,778
2020-09-01,Bungoma,Brucellosis,Lab confirmed,Human,3290
2020-09-01,Busia,Brucellosis,Clinically confirmed,Human,88
2020-09-01,Busia,Brucellosis,Lab confirmed,Human,529
2020-09-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,668
2020-09-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1916
2020-09-01,Embu,Brucellosis,Clinically confirmed,Human,117
2020-09-01,Embu,Brucellosis,Lab confirmed,Human,275
2020-09-01,Garissa,Brucellosis,Clinically confirmed,Human,181
2020-09-01,Garissa,Brucellosis,Lab confirmed,Human,1336
2020-09-01,Homa Bay,Brucellosis,Clinically confirmed,Human,182
2020-09-01,Homa Bay,Brucellosis,Lab confirmed,Human,351
2020-09-01,Isiolo,Brucellosis,Clinically confirmed,Human,154
2020-09-01,Isiolo,Brucellosis,Lab confirmed,Human,520
2020-09-01,Kajiado,Brucellosis,Clinically confirmed,Human,178
2020-09-01,Kajiado,Brucellosis,Lab confirmed,Human,1339
2020-09-01,Kakamega,Brucellosis,Clinically confirmed,Human,214
2020-09-01,Kakamega,Brucellosis,Lab confirmed,Human,976
2020-09-01,Kericho,Brucellosis,Clinically confirmed,Human,438
2020-09-01,Kericho,Brucellosis,Lab confirmed,Human,2275
2020-09-01,Kiambu,Brucellosis,Clinically confirmed,Human,38
2020-09-01,Kiambu,Brucellosis,Lab confirmed,Human,508
2020-09-01,Kilifi,Brucellosis,Lab confirmed,Human,139
2020-09-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,9
2020-09-01,Kirinyaga,Brucellosis,Lab confirmed,Human,143
2020-09-01,Kisii,Brucellosis,Clinically confirmed,Human,838
2020-09-01,Kisii,Brucellosis,Lab confirmed,Human,3426
2020-09-01,Kisumu,Brucellosis,Clinically confirmed,Human,103
2020-09-01,Kisumu,Brucellosis,Lab confirmed,Human,657
2020-09-01,Kitui,Brucellosis,Clinically confirmed,Human,203
2020-09-01,Kitui,Brucellosis,Lab confirmed,Human,864
2020-09-01,Kwale,Brucellosis,Lab confirmed,Human,30
2020-09-01,Laikipia,Brucellosis,Clinically confirmed,Human,72
2020-09-01,Laikipia,Brucellosis,Lab confirmed,Human,229
2020-09-01,Lamu,Brucellosis,Clinically confirmed,Human,1
2020-09-01,Lamu,Brucellosis,Lab confirmed,Human,80
2020-09-01,Machakos,Brucellosis,Clinically confirmed,Human,149
2020-09-01,Machakos,Brucellosis,Lab confirmed,Human,423
2020-09-01,Makueni,Brucellosis,Clinically confirmed,Human,35
2020-09-01,Makueni,Brucellosis,Lab confirmed,Human,275
2020-09-01,Mandera,Brucellosis,Clinically confirmed,Human,94
2020-09-01,Mandera,Brucellosis,Lab confirmed,Human,501
2020-09-01,Marsabit,Brucellosis,Clinically confirmed,Human,319
2020-09-01,Marsabit,Brucellosis,Lab confirmed,Human,834
2020-09-01,Meru,Brucellosis,Clinically confirmed,Human,242
2020-09-01,Meru,Brucellosis,Lab confirmed,Human,598
2020-09-01,Migori,Brucellosis,Clinically confirmed,Human,364
2020-09-01,Migori,Brucellosis,Lab confirmed,Human,1448
2020-09-01,Mombasa,Brucellosis,Clinically confirmed,Human,1
2020-09-01,Mombasa,Brucellosis,Lab confirmed,Human,218
2020-09-01,Murang'a,Brucellosis,Clinically confirmed,Human,13
2020-09-01,Murang'a,Brucellosis,Lab confirmed,Human,91
2020-09-01,Nairobi,Brucellosis,Clinically confirmed,Human,179
2020-09-01,Nairobi,Brucellosis,Lab confirmed,Human,784
2020-09-01,Nakuru,Brucellosis,Clinically confirmed,Human,976
2020-09-01,Nakuru,Brucellosis,Lab confirmed,Human,2834
2020-09-01,Nandi,Brucellosis,Clinically confirmed,Human,873
2020-09-01,Nandi,Brucellosis,Lab confirmed,Human,1721
2020-09-01,Narok,Brucellosis,Clinically confirmed,Human,640
2020-09-01,Narok,Brucellosis,Lab confirmed,Human,1427
2020-09-01,Nyamira,Brucellosis,Clinically confirmed,Human,168
2020-09-01,Nyamira,Brucellosis,Lab confirmed,Human,715
2020-09-01,Nyandarua,Brucellosis,Clinically confirmed,Human,154
2020-09-01,Nyandarua,Brucellosis,Lab confirmed,Human,695
2020-09-01,Nyeri,Brucellosis,Clinically confirmed,Human,8
2020-09-01,Nyeri,Brucellosis,Lab confirmed,Human,94
2020-09-01,Samburu,Brucellosis,Clinically confirmed,Human,59
2020-09-01,Samburu,Brucellosis,Lab confirmed,Human,372
2020-09-01,Siaya,Brucellosis,Clinically confirmed,Human,72
2020-09-01,Siaya,Brucellosis,Lab confirmed,Human,397
2020-09-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,53
2020-09-01,Taita Taveta,Brucellosis,Lab confirmed,Human,109
2020-09-01,Tana River,Brucellosis,Clinically confirmed,Human,15
2020-09-01,Tana River,Brucellosis,Lab confirmed,Human,99
2020-09-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,73
2020-09-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,579
2020-09-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,432
2020-09-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2084
2020-09-01,Turkana,Brucellosis,Clinically confirmed,Human,347
2020-09-01,Turkana,Brucellosis,Lab confirmed,Human,1021
2020-09-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,535
2020-09-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,1813
2020-09-01,Vihiga,Brucellosis,Clinically confirmed,Human,69
2020-09-01,Vihiga,Brucellosis,Lab confirmed,Human,427
2020-09-01,Wajir,Brucellosis,Clinically confirmed,Human,74
2020-09-01,Wajir,Brucellosis,Lab confirmed,Human,803
2020-09-01,West Pokot,Brucellosis,Clinically confirmed,Human,810
2020-09-01,West Pokot,Brucellosis,Lab confirmed,Human,2803
2020-10-01,Baringo,Brucellosis,Clinically confirmed,Human,382
2020-10-01,Baringo,Brucellosis,Lab confirmed,Human,1443
2020-10-01,Bomet,Brucellosis,Clinically confirmed,Human,74
2020-10-01,Bomet,Brucellosis,Lab confirmed,Human,493
2020-10-01,Bungoma,Brucellosis,Clinically confirmed,Human,791
2020-10-01,Bungoma,Brucellosis,Lab confirmed,Human,3507
2020-10-01,Busia,Brucellosis,Clinically confirmed,Human,68
2020-10-01,Busia,Brucellosis,Lab confirmed,Human,590
2020-10-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,557
2020-10-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1909
2020-10-01,Embu,Brucellosis,Clinically confirmed,Human,60
2020-10-01,Embu,Brucellosis,Lab confirmed,Human,669
2020-10-01,Garissa,Brucellosis,Clinically confirmed,Human,139
2020-10-01,Garissa,Brucellosis,Lab confirmed,Human,987
2020-10-01,Homa Bay,Brucellosis,Clinically confirmed,Human,194
2020-10-01,Homa Bay,Brucellosis,Lab confirmed,Human,1435
2020-10-01,Isiolo,Brucellosis,Clinically confirmed,Human,150
2020-10-01,Isiolo,Brucellosis,Lab confirmed,Human,635
2020-10-01,Kajiado,Brucellosis,Clinically confirmed,Human,213
2020-10-01,Kajiado,Brucellosis,Lab confirmed,Human,1441
2020-10-01,Kakamega,Brucellosis,Clinically confirmed,Human,220
2020-10-01,Kakamega,Brucellosis,Lab confirmed,Human,1193
2020-10-01,Kericho,Brucellosis,Clinically confirmed,Human,412
2020-10-01,Kericho,Brucellosis,Lab confirmed,Human,1981
2020-10-01,Kiambu,Brucellosis,Clinically confirmed,Human,25
2020-10-01,Kiambu,Brucellosis,Lab confirmed,Human,410
2020-10-01,Kilifi,Anthrax,Clinically confirmed,Human,2
2020-10-01,Kilifi,Brucellosis,Lab confirmed,Human,61
2020-10-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,1
2020-10-01,Kirinyaga,Brucellosis,Lab confirmed,Human,251
2020-10-01,Kisii,Brucellosis,Clinically confirmed,Human,739
2020-10-01,Kisii,Anthrax,Clinically confirmed,Human,222
2020-10-01,Kisii,Brucellosis,Lab confirmed,Human,3997
2020-10-01,Kisumu,Brucellosis,Clinically confirmed,Human,151
2020-10-01,Kisumu,Brucellosis,Lab confirmed,Human,690
2020-10-01,Kitui,Brucellosis,Clinically confirmed,Human,178
2020-10-01,Kitui,Brucellosis,Lab confirmed,Human,779
2020-10-01,Kwale,Brucellosis,Lab confirmed,Human,36
2020-10-01,Laikipia,Brucellosis,Clinically confirmed,Human,146
2020-10-01,Laikipia,Brucellosis,Lab confirmed,Human,205
2020-10-01,Lamu,Brucellosis,Clinically confirmed,Human,2
2020-10-01,Lamu,Brucellosis,Lab confirmed,Human,112
2020-10-01,Machakos,Brucellosis,Clinically confirmed,Human,113
2020-10-01,Machakos,Brucellosis,Lab confirmed,Human,622
2020-10-01,Makueni,Brucellosis,Clinically confirmed,Human,49
2020-10-01,Makueni,Brucellosis,Lab confirmed,Human,270
2020-10-01,Mandera,Brucellosis,Clinically confirmed,Human,54
2020-10-01,Mandera,Brucellosis,Lab confirmed,Human,418
2020-10-01,Marsabit,Brucellosis,Clinically confirmed,Human,320
2020-10-01,Marsabit,Brucellosis,Lab confirmed,Human,677
2020-10-01,Meru,Brucellosis,Clinically confirmed,Human,121
2020-10-01,Meru,Brucellosis,Lab confirmed,Human,222
2020-10-01,Migori,Brucellosis,Clinically confirmed,Human,352
2020-10-01,Migori,Brucellosis,Lab confirmed,Human,1511
2020-10-01,Mombasa,Brucellosis,Clinically confirmed,Human,9
2020-10-01,Mombasa,Anthrax,Clinically confirmed,Human,2
2020-10-01,Mombasa,Brucellosis,Lab confirmed,Human,60
2020-10-01,Murang'a,Brucellosis,Clinically confirmed,Human,33
2020-10-01,Murang'a,Brucellosis,Lab confirmed,Human,105
2020-10-01,Nairobi,Brucellosis,Clinically confirmed,Human,302
2020-10-01,Nairobi,Anthrax,Clinically confirmed,Human,217
2020-10-01,Nairobi,Brucellosis,Lab confirmed,Human,1591
2020-10-01,Nakuru,Brucellosis,Clinically confirmed,Human,956
2020-10-01,Nakuru,Brucellosis,Lab confirmed,Human,3217
2020-10-01,Nandi,Brucellosis,Clinically confirmed,Human,800
2020-10-01,Nandi,Brucellosis,Lab confirmed,Human,1646
2020-10-01,Narok,Brucellosis,Clinically confirmed,Human,660
2020-10-01,Narok,Anthrax,Clinically confirmed,Human,6
2020-10-01,Narok,Brucellosis,Lab confirmed,Human,1618
2020-10-01,Nyamira,Brucellosis,Clinically confirmed,Human,124
2020-10-01,Nyamira,Brucellosis,Lab confirmed,Human,1021
2020-10-01,Nyandarua,Brucellosis,Clinically confirmed,Human,154
2020-10-01,Nyandarua,Brucellosis,Lab confirmed,Human,783
2020-10-01,Nyeri,Brucellosis,Clinically confirmed,Human,8
2020-10-01,Nyeri,Brucellosis,Lab confirmed,Human,129
2020-10-01,Samburu,Brucellosis,Clinically confirmed,Human,82
2020-10-01,Samburu,Brucellosis,Lab confirmed,Human,455
2020-10-01,Siaya,Brucellosis,Clinically confirmed,Human,65
2020-10-01,Siaya,Brucellosis,Lab confirmed,Human,541
2020-10-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,11
2020-10-01,Taita Taveta,Brucellosis,Lab confirmed,Human,118
2020-10-01,Tana River,Brucellosis,Clinically confirmed,Human,77
2020-10-01,Tana River,Brucellosis,Lab confirmed,Human,132
2020-10-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,69
2020-10-01,Tharaka Nithi,Anthrax,Clinically confirmed,Human,1
2020-10-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,560
2020-10-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,521
2020-10-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,1959
2020-10-01,Turkana,Brucellosis,Clinically confirmed,Human,407
2020-10-01,Turkana,Rvf,Clinically confirmed,Human,38
2020-10-01,Turkana,Brucellosis,Lab confirmed,Human,1097
2020-10-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,760
2020-10-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2248
2020-10-01,Vihiga,Brucellosis,Clinically confirmed,Human,44
2020-10-01,Vihiga,Brucellosis,Lab confirmed,Human,435
2020-10-01,Wajir,Brucellosis,Clinically confirmed,Human,101
2020-10-01,Wajir,Brucellosis,Lab confirmed,Human,591
2020-10-01,West Pokot,Brucellosis,Clinically confirmed,Human,619
2020-10-01,West Pokot,Brucellosis,Lab confirmed,Human,2859
2020-11-01,Baringo,Brucellosis,Clinically confirmed,Human,512
2020-11-01,Baringo,Brucellosis,Lab confirmed,Human,1754
2020-11-01,Bomet,Brucellosis,Clinically confirmed,Human,93
2020-11-01,Bomet,Brucellosis,Lab confirmed,Human,438
2020-11-01,Bungoma,Brucellosis,Clinically confirmed,Human,1091
2020-11-01,Bungoma,Brucellosis,Lab confirmed,Human,3474
2020-11-01,Busia,Brucellosis,Clinically confirmed,Human,96
2020-11-01,Busia,Anthrax,Clinically confirmed,Human,1
2020-11-01,Busia,Brucellosis,Lab confirmed,Human,562
2020-11-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,699
2020-11-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,1758
2020-11-01,Embu,Brucellosis,Clinically confirmed,Human,76
2020-11-01,Embu,Brucellosis,Lab confirmed,Human,649
2020-11-01,Garissa,Brucellosis,Clinically confirmed,Human,157
2020-11-01,Garissa,Brucellosis,Lab confirmed,Human,777
2020-11-01,Homa Bay,Brucellosis,Clinically confirmed,Human,212
2020-11-01,Homa Bay,Brucellosis,Lab confirmed,Human,886
2020-11-01,Isiolo,Brucellosis,Clinically confirmed,Human,73
2020-11-01,Isiolo,Rvf,Clinically confirmed,Human,2
2020-11-01,Isiolo,Brucellosis,Lab confirmed,Human,450
2020-11-01,Kajiado,Brucellosis,Clinically confirmed,Human,174
2020-11-01,Kajiado,Anthrax,Clinically confirmed,Human,13
2020-11-01,Kajiado,Brucellosis,Lab confirmed,Human,962
2020-11-01,Kakamega,Brucellosis,Clinically confirmed,Human,213
2020-11-01,Kakamega,Brucellosis,Lab confirmed,Human,1008
2020-11-01,Kericho,Brucellosis,Clinically confirmed,Human,375
2020-11-01,Kericho,Brucellosis,Lab confirmed,Human,1848
2020-11-01,Kiambu,Brucellosis,Clinically confirmed,Human,142
2020-11-01,Kiambu,Brucellosis,Lab confirmed,Human,555
2020-11-01,Kilifi,Brucellosis,Clinically confirmed,Human,3
2020-11-01,Kilifi,Anthrax,Clinically confirmed,Human,3
2020-11-01,Kilifi,Brucellosis,Lab confirmed,Human,89
2020-11-01,Kirinyaga,Brucellosis,Clinically confirmed,Human,16
2020-11-01,Kirinyaga,Brucellosis,Lab confirmed,Human,325
2020-11-01,Kisii,Brucellosis,Clinically confirmed,Human,804
2020-11-01,Kisii,Brucellosis,Lab confirmed,Human,3386
2020-11-01,Kisumu,Brucellosis,Clinically confirmed,Human,114
2020-11-01,Kisumu,Anthrax,Clinically confirmed,Human,311
2020-11-01,Kisumu,Brucellosis,Lab confirmed,Human,709
2020-11-01,Kitui,Brucellosis,Clinically confirmed,Human,199
2020-11-01,Kitui,Anthrax,Clinically confirmed,Human,1
2020-11-01,Kitui,Brucellosis,Lab confirmed,Human,757
2020-11-01,Kwale,Brucellosis,Clinically confirmed,Human,6
2020-11-01,Kwale,Brucellosis,Lab confirmed,Human,19
2020-11-01,Laikipia,Brucellosis,Clinically confirmed,Human,32
2020-11-01,Laikipia,Brucellosis,Lab confirmed,Human,259
2020-11-01,Lamu,Brucellosis,Clinically confirmed,Human,8
2020-11-01,Lamu,Brucellosis,Lab confirmed,Human,93
2020-11-01,Machakos,Brucellosis,Clinically confirmed,Human,67
2020-11-01,Machakos,Brucellosis,Lab confirmed,Human,425
2020-11-01,Makueni,Brucellosis,Clinically confirmed,Human,31
2020-11-01,Makueni,Brucellosis,Lab confirmed,Human,239
2020-11-01,Mandera,Brucellosis,Clinically confirmed,Human,130
2020-11-01,Mandera,Brucellosis,Lab confirmed,Human,547
2020-11-01,Marsabit,Brucellosis,Clinically confirmed,Human,313
2020-11-01,Marsabit,Brucellosis,Lab confirmed,Human,416
2020-11-01,Meru,Brucellosis,Clinically confirmed,Human,233
2020-11-01,Meru,Anthrax,Clinically confirmed,Human,106
2020-11-01,Meru,Brucellosis,Lab confirmed,Human,462
2020-11-01,Migori,Brucellosis,Clinically confirmed,Human,499
2020-11-01,Migori,Brucellosis,Lab confirmed,Human,1718
2020-11-01,Mombasa,Brucellosis,Clinically confirmed,Human,2
2020-11-01,Mombasa,Anthrax,Clinically confirmed,Human,11
2020-11-01,Mombasa,Brucellosis,Lab confirmed,Human,130
2020-11-01,Murang'a,Brucellosis,Clinically confirmed,Human,29
2020-11-01,Murang'a,Anthrax,Clinically confirmed,Human,48
2020-11-01,Murang'a,Brucellosis,Lab confirmed,Human,70
2020-11-01,Nairobi,Brucellosis,Clinically confirmed,Human,225
2020-11-01,Nairobi,Anthrax,Clinically confirmed,Human,75
2020-11-01,Nairobi,Brucellosis,Lab confirmed,Human,826
2020-11-01,Nakuru,Brucellosis,Clinically confirmed,Human,926
2020-11-01,Nakuru,Anthrax,Clinically confirmed,Human,65
2020-11-01,Nakuru,Brucellosis,Lab confirmed,Human,3259
2020-11-01,Nandi,Brucellosis,Clinically confirmed,Human,688
2020-11-01,Nandi,Brucellosis,Lab confirmed,Human,1346
2020-11-01,Narok,Brucellosis,Clinically confirmed,Human,638
2020-11-01,Narok,Brucellosis,Lab confirmed,Human,755
2020-11-01,Nyamira,Brucellosis,Clinically confirmed,Human,182
2020-11-01,Nyamira,Brucellosis,Lab confirmed,Human,892
2020-11-01,Nyandarua,Brucellosis,Clinically confirmed,Human,135
2020-11-01,Nyandarua,Brucellosis,Lab confirmed,Human,875
2020-11-01,Nyeri,Brucellosis,Clinically confirmed,Human,22
2020-11-01,Nyeri,Brucellosis,Lab confirmed,Human,94
2020-11-01,Samburu,Brucellosis,Clinically confirmed,Human,83
2020-11-01,Samburu,Brucellosis,Lab confirmed,Human,358
2020-11-01,Siaya,Brucellosis,Clinically confirmed,Human,73
2020-11-01,Siaya,Brucellosis,Lab confirmed,Human,382
2020-11-01,Taita Taveta,Brucellosis,Clinically confirmed,Human,13
2020-11-01,Taita Taveta,Brucellosis,Lab confirmed,Human,143
2020-11-01,Tana River,Brucellosis,Clinically confirmed,Human,6
2020-11-01,Tana River,Brucellosis,Lab confirmed,Human,125
2020-11-01,Tharaka Nithi,Brucellosis,Clinically confirmed,Human,140
2020-11-01,Tharaka Nithi,Brucellosis,Lab confirmed,Human,594
2020-11-01,Trans Nzoia,Brucellosis,Clinically confirmed,Human,529
2020-11-01,Trans Nzoia,Brucellosis,Lab confirmed,Human,2369
2020-11-01,Turkana,Brucellosis,Clinically confirmed,Human,229
2020-11-01,Turkana,Rvf,Clinically confirmed,Human,7
2020-11-01,Turkana,Brucellosis,Lab confirmed,Human,1011
2020-11-01,Uasin Gishu,Brucellosis,Clinically confirmed,Human,549
2020-11-01,Uasin Gishu,Brucellosis,Lab confirmed,Human,2009
2020-11-01,Vihiga,Brucellosis,Clinically confirmed,Human,66
2020-11-01,Vihiga,Brucellosis,Lab confirmed,Human,451
2020-11-01,Wajir,Brucellosis,Clinically confirmed,Human,37
2020-11-01,Wajir,Brucellosis,Lab confirmed,Human,615
2020-11-01,West Pokot,Brucellosis,Clinically confirmed,Human,393
2020-11-01,West Pokot,Brucellosis,Lab confirmed,Human,3162
2020-12-01,Baringo,Brucellosis,Clinically confirmed,Human,365
2020-12-01,Baringo,Brucellosis,Lab confirmed,Human,774
2020-12-01,Bomet,Brucellosis,Clinically confirmed,Human,42
2020-12-01,Bomet,Brucellosis,Lab confirmed,Human,465
2020-12-01,Bungoma,Brucellosis,Clinically confirmed,Human,598
2020-12-01,Bungoma,Brucellosis,Lab confirmed,Human,2720
2020-12-01,Busia,Brucellosis,Clinically confirmed,Human,109
2020-12-01,Busia,Anthrax,Clinically confirmed,Human,24
2020-12-01,Busia,Brucellosis,Lab confirmed,Human,476
2020-12-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,Human,296
2020-12-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,Human,752
2020-12-01,Embu,Brucellosis,Clinically confirmed,Human,37
2020-12-01,Embu,Brucellosis,Lab confirmed,Human,620
2020-12-01,Garissa,Brucellosis,Clinically confirmed,Human,146
