periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 706_Brucella,Brucellosis
202202,February 2022,202202,,uepLTG8wGWJ,Nyamira County,KE_County_46,,404,146
202202,February 2022,202202,,mYZacFNIB3h,Nyandarua County,KE_County_18,,576,62
202202,February 2022,202202,,ptWVfaCIdVx,Nyeri County,KE_County_19,,116,4
202202,February 2022,202202,,o36zCRjSd4G,Samburu County,KE_County_25,,206,33
202202,February 2022,202202,,u4t9H8XyU9P,Siaya County,KE_County_41,,223,46
202202,February 2022,202202,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,51,10
202202,February 2022,202202,,JsH2bnvNt2d,Tana River County,KE_County_4,,120,18
202202,February 2022,202202,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,662,165
202202,February 2022,202202,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2396,523
202202,February 2022,202202,,kphDeKClFch,Turkana County,KE_County_23,,735,207
202202,February 2022,202202,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1551,367
202202,February 2022,202202,,sANMZ3lpqGs,Vihiga County,KE_County_38,,245,82
202202,February 2022,202202,,CeLsrJOH0g9,Wajir County,KE_County_8,,311,58
202202,February 2022,202202,,XWALbfAPa6n,West Pokot County,KE_County_24,,2434,494
202203,March 2022,202203,,vvOK1BxTbet,Baringo County,KE_County_30,,1147,331
202203,March 2022,202203,,HMNARUV2CW4,Bomet County,KE_County_36,,530,101
202203,March 2022,202203,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3367,754
202203,March 2022,202203,,Tvf1zgVZ0K4,Busia County,KE_County_40,,396,71
202203,March 2022,202203,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1063,438
202203,March 2022,202203,,PFu8alU2KWG,Embu County,KE_County_14,,484,48
202203,March 2022,202203,,uyOrcHZBpW0,Garissa County,KE_County_7,,870,79
202203,March 2022,202203,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,893,268
202203,March 2022,202203,,bzOfj0iwfDH,Isiolo County,KE_County_11,,391,86
202203,March 2022,202203,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,607,159
202203,March 2022,202203,,BjC1xL40gHo,Kakamega County,KE_County_37,,687,146
202203,March 2022,202203,,ihZsJ8alvtb,Kericho County,KE_County_35,,1536,403
202203,March 2022,202203,,qKzosKQPl6G,Kiambu County,KE_County_22,,227,28
202203,March 2022,202203,,nrI2khZx3d0,Kilifi County,KE_County_3,,35,
202203,March 2022,202203,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,69,7
202203,March 2022,202203,,sPkRcDvhGWA,Kisii County,KE_County_45,,2895,572
202203,March 2022,202203,,tAbBVBbueqD,Kisumu County,KE_County_42,,617,87
202203,March 2022,202203,,j8o6iO4Njsi,Kitui County,KE_County_15,,519,122
202203,March 2022,202203,,N7YETT3A9r1,Kwale County,KE_County_2,,0,7
202203,March 2022,202203,,xuFdFy6t9AH,Laikipia County,KE_County_31,,178,56
202203,March 2022,202203,,NjWSbQTwys4,Lamu County,KE_County_5,,3,1
202203,March 2022,202203,,yhCUgGcCcOo,Machakos County,KE_County_16,,196,147
202203,March 2022,202203,,BoDytkJQ4Qi,Makueni County,KE_County_17,,235,56
202203,March 2022,202203,,R6f9znhg37c,Mandera County,KE_County_9,,563,52
202203,March 2022,202203,,Eey8fT4Im3y,Marsabit County,KE_County_10,,424,194
202203,March 2022,202203,,Y52XNJ50hYb,Meru County,KE_County_12,,154,128
202203,March 2022,202203,,fVra3Pwta0Q,Migori County,KE_County_44,,1068,427
202203,March 2022,202203,,wsBsC6gjHvn,Mombasa County,KE_County_1,,36,
202203,March 2022,202203,,ahwTMNAJvrL,Muranga County,KE_County_21,,51,67
202203,March 2022,202203,,jkG3zaihdSs,Nairobi County,KE_County_47,,1412,230
202203,March 2022,202203,,ob6SxuRcqU4,Nakuru County,KE_County_32,,1962,533
202203,March 2022,202203,,t0J75eHKxz5,Nandi County,KE_County_29,,1420,604
202203,March 2022,202203,,kqJ83J2D72s,Narok County,KE_County_33,,2885,398
202203,March 2022,202203,,uepLTG8wGWJ,Nyamira County,KE_County_46,,438,104
202203,March 2022,202203,,mYZacFNIB3h,Nyandarua County,KE_County_18,,429,71
202203,March 2022,202203,,ptWVfaCIdVx,Nyeri County,KE_County_19,,145,7
202203,March 2022,202203,,o36zCRjSd4G,Samburu County,KE_County_25,,507,30
202203,March 2022,202203,,u4t9H8XyU9P,Siaya County,KE_County_41,,223,44
202203,March 2022,202203,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,38,28
202203,March 2022,202203,,JsH2bnvNt2d,Tana River County,KE_County_4,,164,20
202203,March 2022,202203,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,785,104
202203,March 2022,202203,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2290,455
202203,March 2022,202203,,kphDeKClFch,Turkana County,KE_County_23,,611,216
202203,March 2022,202203,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1474,404
202203,March 2022,202203,,sANMZ3lpqGs,Vihiga County,KE_County_38,,196,58
202203,March 2022,202203,,CeLsrJOH0g9,Wajir County,KE_County_8,,343,111
202203,March 2022,202203,,XWALbfAPa6n,West Pokot County,KE_County_24,,2474,528
202204,April 2022,202204,,vvOK1BxTbet,Baringo County,KE_County_30,,867,263
202204,April 2022,202204,,HMNARUV2CW4,Bomet County,KE_County_36,,447,87
202204,April 2022,202204,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3096,672
202204,April 2022,202204,,Tvf1zgVZ0K4,Busia County,KE_County_40,,328,76
202204,April 2022,202204,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,962,357
202204,April 2022,202204,,PFu8alU2KWG,Embu County,KE_County_14,,471,66
202204,April 2022,202204,,uyOrcHZBpW0,Garissa County,KE_County_7,,731,70
202204,April 2022,202204,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,784,199
202204,April 2022,202204,,bzOfj0iwfDH,Isiolo County,KE_County_11,,611,155
202204,April 2022,202204,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,707,152
202204,April 2022,202204,,BjC1xL40gHo,Kakamega County,KE_County_37,,662,114
202204,April 2022,202204,,ihZsJ8alvtb,Kericho County,KE_County_35,,1541,374
202204,April 2022,202204,,qKzosKQPl6G,Kiambu County,KE_County_22,,172,59
202204,April 2022,202204,,nrI2khZx3d0,Kilifi County,KE_County_3,,63,22
202204,April 2022,202204,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,91,7
202204,April 2022,202204,,sPkRcDvhGWA,Kisii County,KE_County_45,,2221,501
202204,April 2022,202204,,tAbBVBbueqD,Kisumu County,KE_County_42,,670,88
202204,April 2022,202204,,j8o6iO4Njsi,Kitui County,KE_County_15,,420,121
202204,April 2022,202204,,N7YETT3A9r1,Kwale County,KE_County_2,,0,13
202204,April 2022,202204,,xuFdFy6t9AH,Laikipia County,KE_County_31,,154,9
202204,April 2022,202204,,NjWSbQTwys4,Lamu County,KE_County_5,,,
202204,April 2022,202204,,yhCUgGcCcOo,Machakos County,KE_County_16,,207,31
202204,April 2022,202204,,BoDytkJQ4Qi,Makueni County,KE_County_17,,269,69
202204,April 2022,202204,,R6f9znhg37c,Mandera County,KE_County_9,,797,71
202204,April 2022,202204,,Eey8fT4Im3y,Marsabit County,KE_County_10,,321,98
202204,April 2022,202204,,Y52XNJ50hYb,Meru County,KE_County_12,,230,167
202204,April 2022,202204,,fVra3Pwta0Q,Migori County,KE_County_44,,962,324
202204,April 2022,202204,,wsBsC6gjHvn,Mombasa County,KE_County_1,,18,1
202204,April 2022,202204,,ahwTMNAJvrL,Muranga County,KE_County_21,,56,31
202204,April 2022,202204,,jkG3zaihdSs,Nairobi County,KE_County_47,,705,290
202204,April 2022,202204,,ob6SxuRcqU4,Nakuru County,KE_County_32,,1854,332
202204,April 2022,202204,,t0J75eHKxz5,Nandi County,KE_County_29,,1118,434
202204,April 2022,202204,,kqJ83J2D72s,Narok County,KE_County_33,,1510,365
202204,April 2022,202204,,uepLTG8wGWJ,Nyamira County,KE_County_46,,400,113
202204,April 2022,202204,,mYZacFNIB3h,Nyandarua County,KE_County_18,,418,35
202204,April 2022,202204,,ptWVfaCIdVx,Nyeri County,KE_County_19,,125,7
202204,April 2022,202204,,o36zCRjSd4G,Samburu County,KE_County_25,,263,30
202204,April 2022,202204,,u4t9H8XyU9P,Siaya County,KE_County_41,,218,55
202204,April 2022,202204,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,51,7
202204,April 2022,202204,,JsH2bnvNt2d,Tana River County,KE_County_4,,176,20
202204,April 2022,202204,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,323,86
202204,April 2022,202204,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1823,607
202204,April 2022,202204,,kphDeKClFch,Turkana County,KE_County_23,,573,183
202204,April 2022,202204,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1400,290
202204,April 2022,202204,,sANMZ3lpqGs,Vihiga County,KE_County_38,,244,42
202204,April 2022,202204,,CeLsrJOH0g9,Wajir County,KE_County_8,,266,37
202204,April 2022,202204,,XWALbfAPa6n,West Pokot County,KE_County_24,,1998,445
202205,May 2022,202205,,vvOK1BxTbet,Baringo County,KE_County_30,,901,332
202205,May 2022,202205,,HMNARUV2CW4,Bomet County,KE_County_36,,324,40
202205,May 2022,202205,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3873,635
202205,May 2022,202205,,Tvf1zgVZ0K4,Busia County,KE_County_40,,385,73
202205,May 2022,202205,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1193,402
202205,May 2022,202205,,PFu8alU2KWG,Embu County,KE_County_14,,638,128
202205,May 2022,202205,,uyOrcHZBpW0,Garissa County,KE_County_7,,390,73
202205,May 2022,202205,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1043,408
202205,May 2022,202205,,bzOfj0iwfDH,Isiolo County,KE_County_11,,495,148
202205,May 2022,202205,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,727,140
202205,May 2022,202205,,BjC1xL40gHo,Kakamega County,KE_County_37,,848,263
202205,May 2022,202205,,ihZsJ8alvtb,Kericho County,KE_County_35,,1954,440
202205,May 2022,202205,,qKzosKQPl6G,Kiambu County,KE_County_22,,618,64
202205,May 2022,202205,,nrI2khZx3d0,Kilifi County,KE_County_3,,22,21
202205,May 2022,202205,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,100,2
202205,May 2022,202205,,sPkRcDvhGWA,Kisii County,KE_County_45,,2836,589
202205,May 2022,202205,,tAbBVBbueqD,Kisumu County,KE_County_42,,762,124
202205,May 2022,202205,,j8o6iO4Njsi,Kitui County,KE_County_15,,497,135
202205,May 2022,202205,,N7YETT3A9r1,Kwale County,KE_County_2,,13,6
202205,May 2022,202205,,xuFdFy6t9AH,Laikipia County,KE_County_31,,7,36
202205,May 2022,202205,,NjWSbQTwys4,Lamu County,KE_County_5,,0,
202205,May 2022,202205,,yhCUgGcCcOo,Machakos County,KE_County_16,,266,54
202205,May 2022,202205,,BoDytkJQ4Qi,Makueni County,KE_County_17,,243,82
202205,May 2022,202205,,R6f9znhg37c,Mandera County,KE_County_9,,483,101
202205,May 2022,202205,,Eey8fT4Im3y,Marsabit County,KE_County_10,,481,155
202205,May 2022,202205,,Y52XNJ50hYb,Meru County,KE_County_12,,142,201
202205,May 2022,202205,,fVra3Pwta0Q,Migori County,KE_County_44,,1082,471
202205,May 2022,202205,,wsBsC6gjHvn,Mombasa County,KE_County_1,,34,3
202205,May 2022,202205,,ahwTMNAJvrL,Muranga County,KE_County_21,,55,16
202205,May 2022,202205,,jkG3zaihdSs,Nairobi County,KE_County_47,,818,206
202205,May 2022,202205,,ob6SxuRcqU4,Nakuru County,KE_County_32,,1982,587
202205,May 2022,202205,,t0J75eHKxz5,Nandi County,KE_County_29,,1259,6436
202205,May 2022,202205,,kqJ83J2D72s,Narok County,KE_County_33,,1561,490
202205,May 2022,202205,,uepLTG8wGWJ,Nyamira County,KE_County_46,,435,163
202205,May 2022,202205,,mYZacFNIB3h,Nyandarua County,KE_County_18,,473,83
202205,May 2022,202205,,ptWVfaCIdVx,Nyeri County,KE_County_19,,134,
202205,May 2022,202205,,o36zCRjSd4G,Samburu County,KE_County_25,,245,43
202205,May 2022,202205,,u4t9H8XyU9P,Siaya County,KE_County_41,,388,53
202205,May 2022,202205,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,35,5
202205,May 2022,202205,,JsH2bnvNt2d,Tana River County,KE_County_4,,85,26
202205,May 2022,202205,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,515,77
202205,May 2022,202205,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2452,449
202205,May 2022,202205,,kphDeKClFch,Turkana County,KE_County_23,,672,154
202205,May 2022,202205,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1583,351
202205,May 2022,202205,,sANMZ3lpqGs,Vihiga County,KE_County_38,,351,46
202205,May 2022,202205,,CeLsrJOH0g9,Wajir County,KE_County_8,,600,16
202205,May 2022,202205,,XWALbfAPa6n,West Pokot County,KE_County_24,,2999,564
202206,June 2022,202206,,vvOK1BxTbet,Baringo County,KE_County_30,,1029,444
202206,June 2022,202206,,HMNARUV2CW4,Bomet County,KE_County_36,,309,43
202206,June 2022,202206,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4427,758
202206,June 2022,202206,,Tvf1zgVZ0K4,Busia County,KE_County_40,,473,96
202206,June 2022,202206,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1338,472
202206,June 2022,202206,,PFu8alU2KWG,Embu County,KE_County_14,,654,73
202206,June 2022,202206,,uyOrcHZBpW0,Garissa County,KE_County_7,,412,46
202206,June 2022,202206,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1307,239
202206,June 2022,202206,,bzOfj0iwfDH,Isiolo County,KE_County_11,,638,186
202206,June 2022,202206,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,666,183
202206,June 2022,202206,,BjC1xL40gHo,Kakamega County,KE_County_37,,718,141
202206,June 2022,202206,,ihZsJ8alvtb,Kericho County,KE_County_35,,1800,589
202206,June 2022,202206,,qKzosKQPl6G,Kiambu County,KE_County_22,,154,39
202206,June 2022,202206,,nrI2khZx3d0,Kilifi County,KE_County_3,,17,2
202206,June 2022,202206,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,118,6
202206,June 2022,202206,,sPkRcDvhGWA,Kisii County,KE_County_45,,3632,673
202206,June 2022,202206,,tAbBVBbueqD,Kisumu County,KE_County_42,,761,114
202206,June 2022,202206,,j8o6iO4Njsi,Kitui County,KE_County_15,,635,129
202206,June 2022,202206,,N7YETT3A9r1,Kwale County,KE_County_2,,10,10
202206,June 2022,202206,,xuFdFy6t9AH,Laikipia County,KE_County_31,,55,52
202206,June 2022,202206,,NjWSbQTwys4,Lamu County,KE_County_5,,,
202206,June 2022,202206,,yhCUgGcCcOo,Machakos County,KE_County_16,,251,88
202206,June 2022,202206,,BoDytkJQ4Qi,Makueni County,KE_County_17,,251,39
202206,June 2022,202206,,R6f9znhg37c,Mandera County,KE_County_9,,503,60
202206,June 2022,202206,,Eey8fT4Im3y,Marsabit County,KE_County_10,,480,169
202206,June 2022,202206,,Y52XNJ50hYb,Meru County,KE_County_12,,269,85
202206,June 2022,202206,,fVra3Pwta0Q,Migori County,KE_County_44,,1393,476
202206,June 2022,202206,,wsBsC6gjHvn,Mombasa County,KE_County_1,,145,6
202206,June 2022,202206,,ahwTMNAJvrL,Muranga County,KE_County_21,,53,16
202206,June 2022,202206,,jkG3zaihdSs,Nairobi County,KE_County_47,,592,242
202206,June 2022,202206,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2357,678
202206,June 2022,202206,,t0J75eHKxz5,Nandi County,KE_County_29,,1240,718
202206,June 2022,202206,,kqJ83J2D72s,Narok County,KE_County_33,,1725,541
202206,June 2022,202206,,uepLTG8wGWJ,Nyamira County,KE_County_46,,483,198
202206,June 2022,202206,,mYZacFNIB3h,Nyandarua County,KE_County_18,,688,127
202206,June 2022,202206,,ptWVfaCIdVx,Nyeri County,KE_County_19,,161,11
202206,June 2022,202206,,o36zCRjSd4G,Samburu County,KE_County_25,,370,69
202206,June 2022,202206,,u4t9H8XyU9P,Siaya County,KE_County_41,,392,83
202206,June 2022,202206,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,72,27
202206,June 2022,202206,,JsH2bnvNt2d,Tana River County,KE_County_4,,179,18
202206,June 2022,202206,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,565,174
202206,June 2022,202206,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2092,1051
202206,June 2022,202206,,kphDeKClFch,Turkana County,KE_County_23,,957,164
202206,June 2022,202206,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1882,344
202206,June 2022,202206,,sANMZ3lpqGs,Vihiga County,KE_County_38,,392,168
202206,June 2022,202206,,CeLsrJOH0g9,Wajir County,KE_County_8,,455,47
202206,June 2022,202206,,XWALbfAPa6n,West Pokot County,KE_County_24,,1740,456
202207,July 2022,202207,,vvOK1BxTbet,Baringo County,KE_County_30,,1085,376
202207,July 2022,202207,,HMNARUV2CW4,Bomet County,KE_County_36,,259,47
202207,July 2022,202207,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3777,785
202207,July 2022,202207,,Tvf1zgVZ0K4,Busia County,KE_County_40,,387,125
202207,July 2022,202207,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1596,531
202207,July 2022,202207,,PFu8alU2KWG,Embu County,KE_County_14,,603,76
202207,July 2022,202207,,uyOrcHZBpW0,Garissa County,KE_County_7,,437,33
202207,July 2022,202207,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,721,250
202207,July 2022,202207,,bzOfj0iwfDH,Isiolo County,KE_County_11,,382,144
202207,July 2022,202207,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,540,143
202207,July 2022,202207,,BjC1xL40gHo,Kakamega County,KE_County_37,,754,144
202207,July 2022,202207,,ihZsJ8alvtb,Kericho County,KE_County_35,,2211,568
202207,July 2022,202207,,qKzosKQPl6G,Kiambu County,KE_County_22,,260,72
202207,July 2022,202207,,nrI2khZx3d0,Kilifi County,KE_County_3,,19,6
202207,July 2022,202207,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,153,2
202207,July 2022,202207,,sPkRcDvhGWA,Kisii County,KE_County_45,,2855,826
202207,July 2022,202207,,tAbBVBbueqD,Kisumu County,KE_County_42,,683,105
202207,July 2022,202207,,j8o6iO4Njsi,Kitui County,KE_County_15,,408,130
202207,July 2022,202207,,N7YETT3A9r1,Kwale County,KE_County_2,,2,10
202207,July 2022,202207,,xuFdFy6t9AH,Laikipia County,KE_County_31,,269,100
202207,July 2022,202207,,NjWSbQTwys4,Lamu County,KE_County_5,,,
202207,July 2022,202207,,yhCUgGcCcOo,Machakos County,KE_County_16,,242,91
202207,July 2022,202207,,BoDytkJQ4Qi,Makueni County,KE_County_17,,220,25
202207,July 2022,202207,,R6f9znhg37c,Mandera County,KE_County_9,,458,58
202207,July 2022,202207,,Eey8fT4Im3y,Marsabit County,KE_County_10,,481,182
202207,July 2022,202207,,Y52XNJ50hYb,Meru County,KE_County_12,,217,154
202207,July 2022,202207,,fVra3Pwta0Q,Migori County,KE_County_44,,1111,463
202207,July 2022,202207,,wsBsC6gjHvn,Mombasa County,KE_County_1,,20,1
202207,July 2022,202207,,ahwTMNAJvrL,Muranga County,KE_County_21,,65,2
202207,July 2022,202207,,jkG3zaihdSs,Nairobi County,KE_County_47,,757,69
202207,July 2022,202207,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2086,471
202207,July 2022,202207,,t0J75eHKxz5,Nandi County,KE_County_29,,1450,591
202207,July 2022,202207,,kqJ83J2D72s,Narok County,KE_County_33,,2022,396
202207,July 2022,202207,,uepLTG8wGWJ,Nyamira County,KE_County_46,,741,142
202207,July 2022,202207,,mYZacFNIB3h,Nyandarua County,KE_County_18,,495,83
202207,July 2022,202207,,ptWVfaCIdVx,Nyeri County,KE_County_19,,141,4
202207,July 2022,202207,,o36zCRjSd4G,Samburu County,KE_County_25,,236,39
202207,July 2022,202207,,u4t9H8XyU9P,Siaya County,KE_County_41,,360,53
202207,July 2022,202207,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,73,12
202207,July 2022,202207,,JsH2bnvNt2d,Tana River County,KE_County_4,,194,23
202207,July 2022,202207,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,707,141
202207,July 2022,202207,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1742,427
202207,July 2022,202207,,kphDeKClFch,Turkana County,KE_County_23,,888,119
202207,July 2022,202207,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1665,332
202207,July 2022,202207,,sANMZ3lpqGs,Vihiga County,KE_County_38,,343,55
202207,July 2022,202207,,CeLsrJOH0g9,Wajir County,KE_County_8,,301,45
202207,July 2022,202207,,XWALbfAPa6n,West Pokot County,KE_County_24,,1966,266
202208,August 2022,202208,,vvOK1BxTbet,Baringo County,KE_County_30,,966,371
202208,August 2022,202208,,HMNARUV2CW4,Bomet County,KE_County_36,,240,62
202208,August 2022,202208,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3136,759
202208,August 2022,202208,,Tvf1zgVZ0K4,Busia County,KE_County_40,,281,108
202208,August 2022,202208,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1208,417
202208,August 2022,202208,,PFu8alU2KWG,Embu County,KE_County_14,,523,61
202208,August 2022,202208,,uyOrcHZBpW0,Garissa County,KE_County_7,,557,65
202208,August 2022,202208,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,662,185
202208,August 2022,202208,,bzOfj0iwfDH,Isiolo County,KE_County_11,,272,98
202208,August 2022,202208,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,537,84
202208,August 2022,202208,,BjC1xL40gHo,Kakamega County,KE_County_37,,649,183
202208,August 2022,202208,,ihZsJ8alvtb,Kericho County,KE_County_35,,2106,570
202208,August 2022,202208,,qKzosKQPl6G,Kiambu County,KE_County_22,,99,56
202208,August 2022,202208,,nrI2khZx3d0,Kilifi County,KE_County_3,,12,7
202208,August 2022,202208,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,110,2
202208,August 2022,202208,,sPkRcDvhGWA,Kisii County,KE_County_45,,2656,538
202208,August 2022,202208,,tAbBVBbueqD,Kisumu County,KE_County_42,,497,92
202208,August 2022,202208,,j8o6iO4Njsi,Kitui County,KE_County_15,,423,53
202208,August 2022,202208,,N7YETT3A9r1,Kwale County,KE_County_2,,8,4
202208,August 2022,202208,,xuFdFy6t9AH,Laikipia County,KE_County_31,,152,55
202208,August 2022,202208,,NjWSbQTwys4,Lamu County,KE_County_5,,1,1
202208,August 2022,202208,,yhCUgGcCcOo,Machakos County,KE_County_16,,159,60
202208,August 2022,202208,,BoDytkJQ4Qi,Makueni County,KE_County_17,,205,73
202208,August 2022,202208,,R6f9znhg37c,Mandera County,KE_County_9,,374,89
202208,August 2022,202208,,Eey8fT4Im3y,Marsabit County,KE_County_10,,377,182
202208,August 2022,202208,,Y52XNJ50hYb,Meru County,KE_County_12,,123,76
202208,August 2022,202208,,fVra3Pwta0Q,Migori County,KE_County_44,,1140,477
202208,August 2022,202208,,wsBsC6gjHvn,Mombasa County,KE_County_1,,34,4
202208,August 2022,202208,,ahwTMNAJvrL,Muranga County,KE_County_21,,95,9
202208,August 2022,202208,,jkG3zaihdSs,Nairobi County,KE_County_47,,1165,183
202208,August 2022,202208,,ob6SxuRcqU4,Nakuru County,KE_County_32,,1993,643
202208,August 2022,202208,,t0J75eHKxz5,Nandi County,KE_County_29,,877,520
202208,August 2022,202208,,kqJ83J2D72s,Narok County,KE_County_33,,1768,328
202208,August 2022,202208,,uepLTG8wGWJ,Nyamira County,KE_County_46,,724,112
202208,August 2022,202208,,mYZacFNIB3h,Nyandarua County,KE_County_18,,504,150
202208,August 2022,202208,,ptWVfaCIdVx,Nyeri County,KE_County_19,,135,1
202208,August 2022,202208,,o36zCRjSd4G,Samburu County,KE_County_25,,242,40
202208,August 2022,202208,,u4t9H8XyU9P,Siaya County,KE_County_41,,395,99
202208,August 2022,202208,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,63,8
202208,August 2022,202208,,JsH2bnvNt2d,Tana River County,KE_County_4,,108,26
202208,August 2022,202208,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,335,122
202208,August 2022,202208,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1392,302
202208,August 2022,202208,,kphDeKClFch,Turkana County,KE_County_23,,859,135
202208,August 2022,202208,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1321,353
202208,August 2022,202208,,sANMZ3lpqGs,Vihiga County,KE_County_38,,265,68
202208,August 2022,202208,,CeLsrJOH0g9,Wajir County,KE_County_8,,378,45
202208,August 2022,202208,,XWALbfAPa6n,West Pokot County,KE_County_24,,1775,357
202209,September 2022,202209,,vvOK1BxTbet,Baringo County,KE_County_30,,1331,330
202209,September 2022,202209,,HMNARUV2CW4,Bomet County,KE_County_36,,240,58
202209,September 2022,202209,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3246,719
202209,September 2022,202209,,Tvf1zgVZ0K4,Busia County,KE_County_40,,390,59
202209,September 2022,202209,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1228,484
202209,September 2022,202209,,PFu8alU2KWG,Embu County,KE_County_14,,425,39
202209,September 2022,202209,,uyOrcHZBpW0,Garissa County,KE_County_7,,427,61
202209,September 2022,202209,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,562,181
202209,September 2022,202209,,bzOfj0iwfDH,Isiolo County,KE_County_11,,250,88
202209,September 2022,202209,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,802,172
202209,September 2022,202209,,BjC1xL40gHo,Kakamega County,KE_County_37,,706,182
202209,September 2022,202209,,ihZsJ8alvtb,Kericho County,KE_County_35,,2368,560
202209,September 2022,202209,,qKzosKQPl6G,Kiambu County,KE_County_22,,296,103
202209,September 2022,202209,,nrI2khZx3d0,Kilifi County,KE_County_3,,102,17
202209,September 2022,202209,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,100,2
202209,September 2022,202209,,sPkRcDvhGWA,Kisii County,KE_County_45,,3533,580
202209,September 2022,202209,,tAbBVBbueqD,Kisumu County,KE_County_42,,489,100
202209,September 2022,202209,,j8o6iO4Njsi,Kitui County,KE_County_15,,259,58
202209,September 2022,202209,,N7YETT3A9r1,Kwale County,KE_County_2,,0,3
202209,September 2022,202209,,xuFdFy6t9AH,Laikipia County,KE_County_31,,188,42
202209,September 2022,202209,,NjWSbQTwys4,Lamu County,KE_County_5,,4,4
202209,September 2022,202209,,yhCUgGcCcOo,Machakos County,KE_County_16,,160,55
202209,September 2022,202209,,BoDytkJQ4Qi,Makueni County,KE_County_17,,112,67
202209,September 2022,202209,,R6f9znhg37c,Mandera County,KE_County_9,,336,107
202209,September 2022,202209,,Eey8fT4Im3y,Marsabit County,KE_County_10,,304,190
202209,September 2022,202209,,Y52XNJ50hYb,Meru County,KE_County_12,,152,59
202209,September 2022,202209,,fVra3Pwta0Q,Migori County,KE_County_44,,1179,304
202209,September 2022,202209,,wsBsC6gjHvn,Mombasa County,KE_County_1,,26,2
202209,September 2022,202209,,ahwTMNAJvrL,Muranga County,KE_County_21,,41,46
202209,September 2022,202209,,jkG3zaihdSs,Nairobi County,KE_County_47,,767,125
